Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
17.53,1003308403,https://images.thdstatic.com/productImages/04140037-3897-48c8-b691-1228c3a6499d/svn/oatey-toilet-flanges-427772-64_1000.jpg,Oatey,https://www.homedepot.com/p/Oatey-7-in-Galvanized-Steel-Toilet-Flange-Replacement-Ring-427772/205854843,17.53,17.53,"The Oatey Metal Replacement Flange is designed to replace a rusted or corroded metal toilet flange ring. Made out of galvanized steel for long-lasting durability, this flange features a two-piece design that makes it easy to access. For best results, use on PVC or ABS toilet flanges. Oatey products have earned the trust of plumbing professionals for over 100 years.",43%,Cost of Goods Sold,Oatey 7 in. Galvanized Steel Toilet Flange Replacement Ring
14.28,1003308405,https://images.thdstatic.com/productImages/41141744-877e-4255-a5a0-c9d5a70a741c/svn/oatey-toilet-flanges-435512-64_1000.jpg,Oatey,https://www.homedepot.com/p/Oatey-Brass-Replacement-Flange-Ring-435512/205854851,14.28,14.28,Oatey Brass Closet Flange Replacement Ring is used for replacing rusted or corroded metal closet flange rings. The Replacement Ring features three countersunk holes and three closet bolt slots for secure attachment to the floor. Oatey products have earned the trust of plumbing professionals for over 100 years.,43%,Cost of Goods Sold,Oatey Brass Replacement Flange Ring
44.91,1004861469,https://images.thdstatic.com/productImages/d269c7e1-0e2f-4ed6-844a-588e683e3b28/svn/primed-ornamental-mouldings-baseboard-1262-8ftprim-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-1262-3-4-in-x-5-1-2-in-x-96-in-Primed-Baseboard-Wood-Moulding-1-Piece-0-67-Total-Linear-Feet-1262-8FTPRIM/311746935,44.91,44.91,The Ornamental sawtooth moulding collection melds together an art deco period feel with a modern functional design. This innovative collection of mouldings can be used together or introduced to your existing decor to add an elegant flair. From floor to ceiling you will find exactly what you need to take your interior design to the next level.,43%,Cost of Goods Sold,Ornamental Mouldings 1262 3/4 in. x 5 1/2 in. x 96 in. Primed Baseboard Wood Moulding (1-Piece - 0.67 Total Linear Feet)
25.88,1009883831,https://images.thdstatic.com/productImages/e4bbb420-6e45-4fda-be46-366996bac8ab/svn/brown-ornamental-mouldings-chair-rail-1545-8ftwmap-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-1545-5-in-D-W-x-438in-D-x-96in-L-Unfinished-Ambrosia-Maple-Wood-Panel-Moulding-1-Pack-1545-8FTWMAP/323498413,25.88,25.88,"Reeded Accent Moulding is a very popular and trending style used to create additional texture in any space. It makes an excellent accent to plain walls or furniture pieces. This molding is created with beautiful Ambrosia Maple wood to display the depth of the pattern detail to perfection.Our Ambrosia Maple collection of products adds instant and natural beauty to any project. Ambrosia Maple has many naturally beautiful colors ranging from creamy whites to dark and moody grays and blacks, which can all be mixed throughout a single board. It also has other great characteristics like natural worm holes and small tight knots that represent the natural growth of a tree and bring rustic beauty to your home. Ornamental Decorative Millwork's Natural Ambrosia Maple collection is intended to add a level of beauty to your home that only mother nature can provide.",43%,Cost of Goods Sold,Ornamental Mouldings 1545 5 in. D W. x .438in. D. x 96in. L. Unfinished Ambrosia Maple Wood Panel Moulding 1-Pack
14.98,473364,https://images.thdstatic.com/productImages/7670f511-f0fa-4462-afc0-393682931d38/svn/unfinished-ornamental-mouldings-chair-rail-1825-8ftwhw-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-1825-1-2-in-x-2-1-4-in-x-96-in-White-Hardwood-Embossed-Ivy-Bead-Trim-Chair-Rail-Moulding-1825-8FTWHW/202854691,14.98,14.98,Ornamental Mouldings 8 ft. x 2-1/4 in. x 1/2 in. Natural White Hardwood Embossed Leaf and Bead Chair Rail Moulding adds a decorative touch to your home and protects walls from chairs and other furniture. The subtle and stylish detail of the embossing shows its true potential when painted. This is a style that will never go out of fashion and makes an elegant statement.,43%,Cost of Goods Sold,Ornamental Mouldings 1825 1/2 in. x 2-1/4 in. x 96 in. White Hardwood Embossed Ivy/Bead Trim Chair Rail Moulding
54.88,443264,https://images.thdstatic.com/productImages/a9fe193f-15bc-4b65-8fa6-8ec133ec5084/svn/unfinished-ornamental-mouldings-casing-846-7ftwhw-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-3-4-in-x-6-in-x-84-in-White-Hardwood-Fluted-Victorian-Casing-Moulding-846-7FTWHW/202529367,54.88,54.88,Our 6 in. White Hardwood Fluted/Victorian Casing can add an air of elegance to any room in your home. This versatile moulding has a traditional Victorian profile on one side and a deeply cut fluted profile on the other. This casing blends beautiful into older homes or can add a touch of old world quality into newer constructions.,43%,Cost of Goods Sold,Ornamental Mouldings 3/4 in. x 6 in. x 84 in. White Hardwood Fluted/Victorian Casing Moulding
5,745663,https://images.thdstatic.com/productImages/d7a871bd-df5a-4252-ad2d-6efe27c935ba/svn/unfinished-ornamental-mouldings-chair-rail-41-8whw-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-41-8-1-4-in-x-13-32-in-x-96-in-White-Hardwood-Colonial-Trim-Moulding-41-8WHW/202841960,5,5,The Ornamental Mouldings 8 ft. x 13/32 in. x 1/4 in. Natural White Hardwood Colonial Moulding can be used to add decorative panel or trim effects to your home. The durable hardwood moulding features a classic Colonial design. It is sized to suit using as shelf edges and also miters well to aid in creating panel effects on walls. It is especially effective when used in panel effects along with Ornamental Mouldings 40-8WHW Colonial trim moulding and OML43-8FTWHW Colonial Chair Rail Moulding.,43%,Cost of Goods Sold,Ornamental Mouldings 41-8 1/4 in. x 13/32 in. x 96 in. White Hardwood Colonial Trim Moulding
9.98,745856,https://images.thdstatic.com/productImages/34b0346e-ed65-4cd4-8a4b-c7646fb2f981/svn/unfinished-ornamental-mouldings-chair-rail-419-8whw-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-5-16-in-x-1-1-4-in-x-96-in-White-Hardwood-Embossed-Floral-Moulding-419-8WHW/202841982,9.98,9.98,The 8 ft. x 1-1/4 in. x 5/16 in. natural embossed hardwood floral moulding can be used to add a decorative accent to your home. The durable hardwood moulding features an elegant floral design and accepts paint or stain to match your existing decor. It is also a great moulding for craft projects.,43%,Cost of Goods Sold,Ornamental Mouldings 5/16 in. x 1-1/4 in. x 96 in. White Hardwood Embossed Floral Moulding
5.75,745632,https://images.thdstatic.com/productImages/598f5f4e-06f4-44c0-b588-d72e59c86d67/svn/unfinished-ornamental-mouldings-chair-rail-40-8whw-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-5-16-in-x-11-16-in-x-96-in-White-Hardwood-Panel-Colonial-Moulding-40-8WHW/202534033,5.75,5.75,"Our White Hardwood Panel Colonial Moulding is ideal for small craft projects or for providing architectural detailing on a larger scale. Traditionally used as a panel moulding, this profile is also an ideal finishing trim for furniture or cabinetry. A wonderfully versatile little moulding with almost endless possibilities.",43%,Cost of Goods Sold,Ornamental Mouldings 5/16 in. x 11/16 in. x 96 in. White Hardwood Panel Colonial Moulding
314.13,1012031754,https://images.thdstatic.com/productImages/52b76174-8453-50b3-97a9-65294a38ca42/svn/brown-ornamental-mouldings-faux-wood-beams-mouldings-beamrus02-92woa5x3-64_1000.jpg,Ornamental Mouldings,https://www.homedepot.com/p/Ornamental-Mouldings-5-5-in-W-x-3-in-H-x-92-in-L-Rustic-White-Oak-Box-Faux-Beam-BEAMRUS02-92WOA5X3/331108284,314.13,314.13,"The Ornamental faux beam collection easily transforms your residential or commercial space. Choose from a variety of different rustic and premium wood species to match your existing home decor. Install your beams in 3 simple steps: trim to fit, install the mounting plate, and attach the beam.",43%,Cost of Goods Sold,Ornamental Mouldings 5.5 in. W x 3 in. H x 92 in. L Rustic White Oak Box Faux Beam
