Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
65.99,1010305859,https://images.thdstatic.com/productImages/464b6e5d-e9f6-428d-bb2b-401b77af5830/svn/shallowford-oak-lifeproof-vinyl-plank-flooring-i228133l-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-Case-I228133L/327309571,65.99,65.99,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Shallowford Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sq. ft./Case)
87.25,1010435370,https://images.thdstatic.com/productImages/5f35fa03-6752-4572-951b-30f691b5de18/svn/shire-mount-maple-lifeproof-vinyl-plank-flooring-i167313lx-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Shire-Mount-Maple-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I167313LX/327716004,87.25,87.25,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Shire Mount Maple 22 MIL x 8.7 in. W x 59 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (25 sq. ft./case)
72.15,1010196500,https://images.thdstatic.com/productImages/28a3f81d-81c3-4d57-8058-9716a58f05be/svn/spring-park-oak-lifeproof-vinyl-plank-flooring-i7308503l6-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Spring-Park-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I7308503L6/327068794,72.15,72.15,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Spring Park Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sq. ft./case)
87.25,1010234649,https://images.thdstatic.com/productImages/28a3f81d-81c3-4d57-8058-9716a58f05be/svn/spring-park-oak-lifeproof-vinyl-plank-flooring-i7308503l7-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Spring-Park-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sqft-case-I7308503L7/327186665,87.25,87.25,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Spring Park Oak 22 MIL x 8.7 in. W x 59 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (25 sqft/case)
65.99,1006712135,https://images.thdstatic.com/productImages/bcd22c39-3623-4830-b3e1-263f59ff1731/svn/sterling-oak-lifeproof-vinyl-plank-flooring-i966106lp-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106LP/309083456,65.99,65.99,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Sterling Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sqft/case)
87.25,1010234640,https://images.thdstatic.com/productImages/bcd22c39-3623-4830-b3e1-263f59ff1731/svn/sterling-oak-lifeproof-vinyl-plank-flooring-i966106lpx-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-Case-I966106LPX/327186667,87.25,87.25,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Sterling Oak 22 MIL x 8.7 in. W x 59 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (25 sq. ft./Case)
72.15,1009821920,https://images.thdstatic.com/productImages/bcd22c39-3623-4830-b3e1-263f59ff1731/svn/sterling-oak-lifeproof-vinyl-plank-flooring-i966106lp3-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-30-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I966106LP3/326107552,72.15,72.15,"It's time to make a change; start by adding 100% waterproof Lifeproof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. Lifeproof is an easy DIY or PRO installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 30 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. Lifeproof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. Lifeproof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% Lifeproof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Sterling Oak 30 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sq. ft./case)
59.98,1002241524,https://images.thdstatic.com/productImages/bcd22c39-3623-4830-b3e1-263f59ff1731/svn/sterling-oak-lifeproof-vinyl-plank-flooring-i966106l-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-6-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106L/300699284,59.98,59.98,"For durability and versatility, add 100% waterproof Lifeproof Rigid Core luxury vinyl flooring to your home. Flooring is the foundation to any home and that's why we've formulated this product with beauty and durability in mind - families with kids and pets will enjoy exceptional flooring performance. Lifeproof is an easy DIY or PRO installation - the pre-attached underlayment is quiet and comfortable underfoot. Install throughout your home in the bathroom, kitchen, basement and living areas - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. Lifeproof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. Lifeproof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family! Backed by a Lifetime Residential Warranty. 100% Lifeproof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Sterling Oak 6 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sqft/case)
62.67,1006360903,https://images.thdstatic.com/productImages/511ec1a8-8d72-4dbd-971a-f98a1f23411d/svn/sundance-canyon-hickory-lifeproof-vinyl-plank-flooring-hlvspc030-c-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Sundance-Canyon-Hickory-22-MIL-x-7-1-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-19-05-sqft-case-HLVSPC030-C/316580534,62.67,62.67,"Fall in love with your interior again. Beautify your space with 100% waterproof Lifeproof rigid core luxury vinyl flooring. Built to withstand all life's moments with resilient elegance, these vinyl planks have a 22mil wear layer and a proprietary acrylic topcoat that makes it ultra-scratch resistant and helps maintain a clean and safe surface by resisting the growth of mold and mildew. The rigid core makes it dent-resistant, helps hide subfloor imperfections and is fully waterproof. Get peace of mind that you're protecting your investment and your family with product that is Greenguard Certified, phthalate- and formaldehyde-free and is backed by a Lifetime Residential Warranty and 20-Year Commercial Warranty. 100% Lifeproof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Sundance Canyon Hickory 22 MIL x 7.1 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring(19.05 sqft/case)
65.99,1004851249,https://images.thdstatic.com/productImages/1c13773a-73c1-4983-acd7-7276c6cddb5e/svn/trail-oak-lifeproof-vinyl-plank-flooring-i96713lp-64_1000.jpg,Lifeproof,https://www.homedepot.com/p/Lifeproof-Trail-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I96713LP/311573425,65.99,65.99,"It's time to make a change; start by adding 100% waterproof LifeProof Rigid Core luxury vinyl flooring to your home or business. Flooring is the foundation to any building and that's why we've formulated this product with beauty and durability in mind - families at home or businesses will enjoy exceptional flooring performance. LifeProof is an easy DIY or Pro installation - the pre-attached underlayment is quiet and comfortable underfoot. Install in low and high traffic areas with our 22 mil wear layer - simply drop, lock, and tap into place and the room is done. Worried about wear and tear? The surface of Lifeproof flooring is coated with ultimate scratch and stain resistance. This flooring has an Ultra-Fresh treatment on the flooring surface to inhibit the growth of mold and mildew that causes odor and stains. LifeProof flooring is embossed to look and feel like authentic hardwood, without all of the typical maintenance concerns. Cleaning your floor has never been easier - just sweep, vacuum, or damp mop with a pH neutral cleaner. LifeProof is FloorScore Certified, phthalate and formaldehyde free; giving you confidence you made the right flooring choice for your family. Backed by a Lifetime Residential Warranty. 100% LifeProof, 0% worries.",43%,Cost of Goods Sold,Lifeproof Trail Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sqft/case)
