Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
94.88,461687,https://images.thdstatic.com/productImages/8f7086a3-1062-4e27-b779-58e8d66fccef/svn/simpson-strong-tie-post-bases-cb44-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Galvanized-Column-Base-for-4x4-Nominal-Lumber-CB44/100375058,94.88,94.88,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Galvanized Column Base for 4x4 Nominal Lumber
44.88,1000061730,https://images.thdstatic.com/productImages/848908a8-0ecc-47f2-86d0-cfc765d7796b/svn/simpson-strong-tie-post-bases-cb66r-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Galvanized-Column-Base-for-6x6-Actual-Rough-Lumber-CB66R/204842279,44.88,44.88,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Galvanized Column Base for 6x6 Actual Rough Lumber
42.88,461695,https://images.thdstatic.com/productImages/4634eb1b-db61-4b76-9cd6-9fc21ba33908/svn/simpson-strong-tie-post-bases-cb66-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Galvanized-Column-Base-for-6x6-Nominal-Lumber-CB66/100375059,42.88,42.88,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Galvanized Column Base for 6x6 Nominal Lumber
155,1000075331,https://images.thdstatic.com/productImages/aa2f7bee-fc10-4d9d-a649-1a933d8097b8/svn/simpson-strong-tie-post-bases-cb1010hdg-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Hot-Dip-Galvanized-Column-Base-for-10x10-Nominal-Lumber-CB1010HDG/205227071,155,155,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Hot-Dip Galvanized Column Base for 10x10 Nominal Lumber
60.88,669192,https://images.thdstatic.com/productImages/f5879d90-c013-4180-aeea-6573acf20d40/svn/simpson-strong-tie-post-bases-cb44hdg-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Hot-Dip-Galvanized-Column-Base-for-4x4-Nominal-Lumber-CB44HDG/100375170,60.88,60.88,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Hot-Dip Galvanized Column Base for 4x4 Nominal Lumber
109,1000075525,https://images.thdstatic.com/productImages/d138b2a8-24cd-451c-b400-1c3f39c53798/svn/simpson-strong-tie-post-bases-cb88hdg-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CB-Hot-Dip-Galvanized-Column-Base-for-8x8-Nominal-Lumber-CB88HDG/205227073,109,109,"The CB is designed to connect posts to concrete foundations for a wide range of lumber, glulam, and engineered wood product sizes. This column base is either cast-in-place or wet set into the concrete where the bottom of the base plate sits flush with the concrete for full post bearing. The CB is ideal for columns that require high structural values and rugged performance.",43%,Cost of Goods Sold,Simpson Strong-Tie CB Hot-Dip Galvanized Column Base for 8x8 Nominal Lumber
42.88,407446,https://images.thdstatic.com/productImages/b49c4b6f-eb2c-433d-ad2a-c5c920c3287b/svn/simpson-strong-tie-post-bases-cbs44-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CBS-Galvanized-Standoff-Column-Base-for-4x4-Nominal-Lumber-CBS44/100375143,42.88,42.88,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. The CBS column base embeds in wet concrete at time of pour.",43%,Cost of Goods Sold,Simpson Strong-Tie CBS Galvanized Standoff Column Base for 4x4 Nominal Lumber
47.88,475150,https://images.thdstatic.com/productImages/031dfdfe-5d48-44d9-a6df-145bcc058ed1/svn/simpson-strong-tie-post-bases-cbs46-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CBS-Galvanized-Standoff-Column-Base-for-4x6-Nominal-Lumber-CBS46/100375262,47.88,47.88,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. The CBS column base embeds in wet concrete at time of pour.",43%,Cost of Goods Sold,Simpson Strong-Tie CBS Galvanized Standoff Column Base for 4x6 Nominal Lumber
45,407463,https://images.thdstatic.com/productImages/df17e1cd-2d42-49e7-8d34-636ea0b3b2e6/svn/simpson-strong-tie-post-bases-cbs66-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CBS-Galvanized-Standoff-Column-Base-for-6x6-Nominal-Lumber-CBS66/100375248,45,45,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. The CBS column base embeds in wet concrete at time of pour.",43%,Cost of Goods Sold,Simpson Strong-Tie CBS Galvanized Standoff Column Base for 6x6 Nominal Lumber
53.88,209253,https://images.thdstatic.com/productImages/7741ec26-c679-46fb-961f-fea3510821cc/svn/simpson-strong-tie-post-bases-cbsq66-sds2-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-CBSQ-Galvanized-Standoff-Column-Base-for-6x6-Nominal-Lumber-with-SDS-Screws-CBSQ66-SDS2/100375030,53.88,53.88,"Post and column bases secure the bottom of posts or columns to concrete and are perfect for decks or patio covers. Models are available for attaching to existing hardened concrete, wet concrete, as well as wood. The CBSQ series provides a connection between a post (or column) for decks, patio covers and other top-supported structures.",43%,Cost of Goods Sold,Simpson Strong-Tie CBSQ Galvanized Standoff Column Base for 6x6 Nominal Lumber with SDS Screws
