Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
3.88,203302262,https://images.thdstatic.com/productImages/c8e8fd15-6eb0-41a7-8c51-407176725eb6/svn/simpson-strong-tie-joist-hangers-u26r-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-U-Galvanized-Face-Mount-Joist-Hanger-for-2x6-Actual-Rough-Lumber-U26R/203302262,3.88,3.88,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. The standard U hanger provides flexibility of joist-to-header installation.",43%,Cost of Goods Sold,Simpson Strong-Tie U Galvanized Face-Mount Joist Hanger for 2x6 Actual Rough Lumber
3.88,346760,https://images.thdstatic.com/productImages/4c417f03-6dd4-43a2-88d9-668865fecac3/svn/simpson-strong-tie-joist-hangers-u26-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-U-Galvanized-Face-Mount-Joist-Hanger-for-2x6-Nominal-Lumber-U26/100374878,3.88,3.88,The U is designed for joist-to-header installation in wood-framed construction. This face-mount hanger is engineered for strength and provides easy installation. The U hanger is precision-formed and manufactured to the highest quality standards.,43%,Cost of Goods Sold,Simpson Strong-Tie U Galvanized Face-Mount Joist Hanger for 2x6 Nominal Lumber
11.88,1000076447,https://images.thdstatic.com/productImages/348ffe17-786b-4447-b41b-4d5577099c35/svn/simpson-strong-tie-joist-hangers-u66-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-U-Galvanized-Face-Mount-Joist-Hanger-for-6x6-Nominal-Lumber-U66/205326049,11.88,11.88,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. The standard U hanger provides flexibility of joist-to-header installation.",43%,Cost of Goods Sold,Simpson Strong-Tie U Galvanized Face-Mount Joist Hanger for 6x6 Nominal Lumber
39.88,347025,https://images.thdstatic.com/productImages/97907a86-0e95-4f2d-bfb9-d6404cf18a16/svn/simpson-strong-tie-nail-plates-urfp-sds3-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-URFP-10-5-8-in-x-6-1-4-in-Universal-Retro-Foundation-Plate-with-Screws-URFP-SDS3/301443251,39.88,39.88,"The URFP is designed to provide a universal retrofit method to secure the mudsill to the foundation. The URFP scalloped, slotted hole feature allows installation flexibility when the mudsill is offset or inset from the foundation edge. With allowable loads deriving from longitudinal embossments and stiffening darts, the URFP may be used as a one-for-one replacement of 1/2-in or 5/8-in mudsill anchors.",43%,Cost of Goods Sold,Simpson Strong-Tie URFP 10-5/8 in. x 6-1/4 in. Universal Retro Foundation Plate with Screws
31.37,1000051004,https://images.thdstatic.com/productImages/4b10fe89-687b-4111-967c-c361f3a7c595/svn/simpson-strong-tie-wood-connectors-wbsk-64_1000.jpg,Simpson Strong-Tie,https://www.homedepot.com/p/Simpson-Strong-Tie-WBSK-Workbench-and-Shelving-Hardware-Kit-WBSK/205177374,31.37,31.37,"The WBSK workbench and shelving hardware kit provides the hardware and fasteners to build a workbench or shelving unit. The kit features the Simpson Strong-Tie Rigid Tie RTC2Z corner connector that makes it easier to make strong and durable corner connections with 2x4 lumber using no angle cuts or bolts. Each kit contains enough RTC2Z connectors to construct one workbench. Two kits are necessary to build a four-shelf unit. With the WBSK kit, a professional quality project can be achieved in a couple of hours. When lumber is added, DIYers can customize and complete the project they need to fit their space.",43%,Cost of Goods Sold,Simpson Strong-Tie WBSK Workbench and Shelving Hardware Kit
0.00,853869,https://images.thdstatic.com/productImages/8a8f6313-2563-4e47-a8bd-ef39c0e73cfb/svn/mdf-853869-64_1000.jpg,Unbranded,https://www.homedepot.com/p/Slatwall-White-3-IN-OC-Panel-Common-3-4-in-x-48-in-x-8-ft-Actual-75-in-x-48-in-x-96-in-3-in-853869/100554365,0.00,0.00,"White Slotwall panels are perfect for shelving. Brackets, hooks, channel supports, and accent strips are sold separately. 4x8 sheets with grooves running the 8' dimension.",43%,Cost of Goods Sold,Unbranded Slatwall White 3 IN OC Panel (Common: 3/4 in. x 48 in. x 8 ft.; Actual: .75 in. x 48 in. x 96 in. 3 in.)
3.48,477012,https://images.thdstatic.com/productImages/18140f45-ec87-4847-82de-1eee19e4cf0e/svn/white-stabilit-corner-moulding-10004-zw096cb-64_1000.jpg,Stabilit,https://www.homedepot.com/p/Stabilit-852-1-2-in-x-3-4-in-x-96-in-PVC-Composite-White-Outside-Corner-Moulding-10004-ZW096CB/205347157,3.48,3.48,This 1/2 in. x 3/4 in. x 96 in. FRP Vinyl Outside Corner Moulding is a strong moulding for interior outside corners that installs with ease. It is pre-finished in white and can be painted. Adding Moulding to your home adds value and a nice finishing touch.,43%,Cost of Goods Sold,Stabilit 852 1/2 in. x 3/4 in. x 96 in. PVC Composite White Outside Corner Moulding
3.48,471304,https://images.thdstatic.com/productImages/9667f2a0-d9e0-4ad7-ac88-e9db9453fada/svn/white-stabilit-corner-moulding-10003-zw096cb-64_1000.jpg,Stabilit,https://www.homedepot.com/p/Stabilit-854-1-2-in-x-7-8-in-x-96-in-PVC-White-FRP-Inside-Corner-Moulding-10003-ZW096CB/205347155,3.48,3.48,"PVC Inside Corner moulding is essential for creating a finished, professional look where FRP panels are joined at an inside corner. They provide a sanitary seam sealing open corners where dirt, stains and bacteria can collect. This curved corner design makes for easy cleaning.",43%,Cost of Goods Sold,Stabilit 854 1/2 in. x 7/8 in. x 96 in. PVC White FRP Inside Corner Moulding
519,1010035746,https://images.thdstatic.com/productImages/63283740-e72f-4b4f-b699-26829d8811b9/svn/white-sterling-tub-surrounds-71574700-0-64_1000.jpg,Sterling,https://www.homedepot.com/p/Sterling-Traverse-60-in-W-x-60-in-H-x-30-in-D-4-Piece-Direct-to-Stud-Alcove-Bath-Wall-Surround-in-White-71574700-0/326257452,519,519,"Update your bathing routine with the Traverse Subway Tile wall set. Featuring contemporary subway tile design with a sleek shelf, it has ample storage space for your shampoo bottles. Built of solid Vikrell for material strength, durability and lasting beauty, it features a durable, smooth, high-gloss finish that's easy to clean. Tongue-and-groove modular design allows for easy installation during any phase of construction.",43%,Cost of Goods Sold,Sterling Traverse 60 in. W x 60 in. H x 30 in. D 4-Piece Direct-to-Stud Alcove Bath Wall Surround in White
1212.96,1010855163,https://images.thdstatic.com/productImages/d82e3b97-81d9-440b-9cfe-b7f770862cf1/svn/framing-lumber-tk-dck-cr-prm-r3-19x95x2100mm-100sqft-64_1000.jpg,Unbranded,https://www.homedepot.com/p/Sunrise-Teak-1-in-x-4-in-x-7-ft-Premium-Natural-Costa-Rica-Teak-Decking-Board-100-sq-ft-TK-DCK-CR-PRM-R3-19x95x2100mm-100SQFT/328635776,1212.96,1212.96,"You can live the life of the Rich and Famous and be the talk of the town with our exquisite Costa Rican Teak decking, countertops and lumber. This is for the do-it-yourselfer who wants to put great value into their home. Our Premium teak is an extremely durable product that can stand the test of time. With the right maintenance and care, you can extend the life of your gorgeous deck for 30-years or more. 100% Tectona Grandis. Sunrise Teak Decking for your outdoor and indoor needs. Each board of Sunrise Teak decking is hand selected and processed to ensure each piece meets our vigorous and unmatched quality standards and provides ease of installation. Premium Quality is hand selected to ensure the maximum aesthetic quality. A small amount of sapwood on top face. No dead knots. Golden to Dark Color. This 100 sq. ft. bundle consists of 34 boards which account for the proper spacing between boards of ¼ in. to 3/8 in. to allow for water and debris to fall to the ground. IMPORTANT!! Prepare frame at 12-inches on center for decks, not 16"". Deck boards are to be fastened every 12"" and not 16"".",43%,Cost of Goods Sold,"Unbranded Sunrise Teak, 1 in. x 4 in. x 7 ft. Premium Natural, Costa Rica Teak Decking Board, 100 sq. ft."
