Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
199,1000003640,https://images.thdstatic.com/productImages/e886cfff-fbbc-46a3-97b0-6704a55f151e/svn/delta-shower-glass-panels-sdgs060-cl-r-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-29-3-4-in-x-67-3-4-in-x-1-4-in-6mm-Frameless-Sliding-Shower-Door-Glass-Panels-in-Clear-For-50-60-in-Doors-SDGS060-CL-R/203905880,199,199,"When it comes to your home, you want updates that add value, enjoyment, and last years. This Clear finished glass panel is part of the Delta 1-2-3 custom sliding shower door program. Simply choose your glass, track, and handles to build a unique, personalized shower enclosure. There are over 2,000 design combinations you can make.",43%,Cost of Goods Sold,Delta 29-3/4 in. x 67-3/4 in. x 1/4 in. (6mm) Frameless Sliding Shower Door Glass Panels in Clear (For 50-60 in. Doors)
299,1002752894,https://images.thdstatic.com/productImages/56a1d7c9-b480-49b5-a43e-61a32bb62120/svn/white-delta-alcove-shower-walls-surrounds-b67916-3838-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-38-in-W-x-73-88-in-H-2-Piece-Direct-to-Stud-Corner-Shower-Wall-Surrounds-in-White-B67916-3838-WH/303167688,299,299,This 38 in. x 73.88 in. 2-Piece Direct-to-Stud Corner Wall in White is a stylish and functional backdrop for your shower. It has 3-generous corner shelves for convenient storage. Its white finish complements all interior styles.,43%,Cost of Goods Sold,Delta 38 in. W x 73.88 in. H 2-Piece Direct-to-Stud Corner Shower Wall Surrounds in White
160.83,1005133190,https://images.thdstatic.com/productImages/6fde060d-c5fd-4289-81a0-baa664acb7b4/svn/matte-black-delta-shower-bathtub-trim-kits-t14264-bl-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Ashlyn-1-Handle-Wall-Mount-Shower-Faucet-Trim-Kit-in-Matte-Black-Valve-Not-Included-T14264-BL/311584671,160.83,160.83,"The sleek, angular lines and soft edges of the Ashlyn bath collection create a modern appeal at an attractive price. While other products may gather unsightly mineral build-up over time, Delta soft rubber Touch-Clean spray holes allow any mineral residue to simply be wiped away for an instantly refreshed look with no need for soaking or the aid of chemical cleaners. Delta pressure-balance valves use Monitor Technology to protect you and your family from sudden temperature changes. Delta WaterSense labeled faucets, showers and toilets use at least 20% less water than the industry standard saving you money without compromising performance.",43%,Cost of Goods Sold,Delta Ashlyn 1-Handle Wall Mount Shower Faucet Trim Kit in Matte Black (Valve Not Included)
419,1008011278,https://images.thdstatic.com/productImages/9bae9ab7-2a2b-4fd2-a876-d12620bb98cc/svn/high-gloss-white-delta-alcove-shower-walls-surrounds-b12205-3232-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-32-in-W-x-73-25-in-H-x-32-in-D-3-Piece-Direct-to-Stud-Alcove-Shower-Surrounds-in-High-Gloss-White-B12205-3232-WH/321017405,419,419,"Delta Classic 500 alcove shower systems are designed for long-lasting performance with innovative features that make life simpler from installation on day 1 to every day after. Select shower bases and coordinating shower walls in a variety of designs and configurations to customize your space. Add a Delta shower available in an array of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our showering products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 32 in. W x 73.25 in. H x 32 in. D 3-Piece Direct-to-Stud Alcove Shower Surrounds in High Gloss White
459,1008011261,https://images.thdstatic.com/productImages/fa756343-c5d9-4ed0-adda-04bdab40bc13/svn/high-gloss-white-delta-alcove-shower-walls-surrounds-b12205-3636-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-36-in-W-x-73-25-in-H-x-36-in-D-3-Piece-Direct-to-Stud-Alcove-Shower-Surrounds-in-High-Gloss-White-B12205-3636-WH/321017406,459,459,"Delta Classic 500 alcove shower systems are designed for long-lasting performance with innovative features that make life simpler from installation on day 1 to every day after. Select shower bases and coordinating shower walls in a variety of designs and configurations to customize your space. Add a Delta shower available in an array of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our showering products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 36 in. W x 73.25 in. H x 36 in. D 3-Piece Direct-to-Stud Alcove Shower Surrounds in High Gloss White
499,1008011270,https://images.thdstatic.com/productImages/551c93dd-be39-47fb-b254-ace250791077/svn/high-gloss-white-delta-alcove-shower-walls-surrounds-b12205-4834-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-48-in-W-x-73-25-in-H-x-34-in-D-3-Piece-Direct-to-Stud-Alcove-Shower-Surrounds-in-High-Gloss-White-B12205-4834-WH/321017408,499,499,"Delta Classic 500 alcove shower systems are designed for long-lasting performance with innovative features that make life simpler from installation on day 1 to every day after. Select shower bases and coordinating shower walls in a variety of designs and configurations to customize your space. Add a Delta shower available in an array of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our showering products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 48 in. W x 73.25 in. H x 34 in. D 3-Piece Direct-to-Stud Alcove Shower Surrounds in High Gloss White
379,1008011265,https://images.thdstatic.com/productImages/bd278ba5-7ab3-4fb5-9771-2fb4569a156f/svn/high-gloss-white-delta-tub-surrounds-b23205-6032-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-60-in-W-x-61-25-in-H-x-32-in-D-3-Piece-Direct-to-Stud-Alcove-Bathtub-Shower-Surrounds-in-High-Gloss-White-B23205-6032-WH/321014279,379,379,"Delta Classic 500 alcove bathing systems are designed for easy installation with unique details for a better experience every day, from an invigorating shower in the morning to a relaxing soak at night. Choose bathtubs and coordinating shower walls in timeless designs to customize your bath. Add a Delta shower available in a variety of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our bathing products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 60 in. W x 61.25 in. H x 32 in. D 3-Piece Direct-to-Stud Alcove Bathtub/Shower Surrounds in High Gloss White
509,1008043245,https://images.thdstatic.com/productImages/7b1e475a-3156-406f-a1d4-9b355442d62b/svn/high-gloss-white-delta-alcove-shower-walls-surrounds-b12205-6030-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-60-in-W-x-73-25-in-H-x-30-in-D-3-Piece-Direct-to-Stud-Alcove-Shower-Surrounds-in-High-Gloss-White-B12205-6030-WH/321017409,509,509,"Delta Classic 500 alcove shower systems are designed for long-lasting performance with innovative features that make life simpler from installation on day 1 to every day after. Select shower bases and coordinating shower walls in a variety of designs and configurations to customize your space. Add a Delta shower available in an array of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our showering products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 60 in. W x 73.25 in. H x 30 in. D 3-Piece Direct-to-Stud Alcove Shower Surrounds in High Gloss White
499,1008043275,https://images.thdstatic.com/productImages/69801153-49c9-4a76-822d-5141072cf58e/svn/high-gloss-white-delta-alcove-shower-walls-surrounds-b12205-6032-wh-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Classic-500-60-in-W-x-73-25-in-H-x-32-in-D-3-Piece-Direct-to-Stud-Alcove-Shower-Surrounds-in-High-Gloss-White-B12205-6032-WH/321017407,499,499,"Delta Classic 500 alcove shower systems are designed for long-lasting performance with innovative features that make life simpler from installation on day 1 to every day after. Select shower bases and coordinating shower walls in a variety of designs and configurations to customize your space. Add a Delta shower available in an array of styles and finishes for a curated look from top to bottom. You can install with confidence, knowing that our showering products come with a comprehensive warranty.",43%,Cost of Goods Sold,Delta Classic 500 60 in. W x 73.25 in. H x 32 in. D 3-Piece Direct-to-Stud Alcove Shower Surrounds in High Gloss White
112.1,1007074510,https://images.thdstatic.com/productImages/8dc067a4-70ec-489e-ad18-dd540b74038d/svn/matte-black-delta-shower-bathtub-trim-kits-t14267-bl-pp-64_1000.jpg,Delta,https://www.homedepot.com/p/Delta-Modern-Angular-1-Handle-Wall-Mount-Shower-Only-Trim-Kit-in-Matte-Black-Valve-Not-Included-T14267-BL-PP/318729628,112.1,112.1,"The Modern Bath Collection features European-inspired, streamlined looks to match the popular aesthetic in urban markets. Delta showers with Monitor pressure-balance valves are engineered to make sure you don't experience a sudden and possibly unsafe change in water temperature as a result of running water elsewhere, such as using a dishwasher, flushing a toilet or running a washing machine. While other products may gather unsightly mineral buildup over time, Delta soft rubber Touch-Clean spray holes allow any mineral residue to simply be wiped away for an instantly refreshed look - with no need for soaking or the aid of chemical cleaners. Delta WaterSense labeled showers use at least 20% less water than the industry standard - helping you save water without compromising performance. You can install with confidence, knowing that Delta showers are backed by our Lifetime Limited Warranty.",43%,Cost of Goods Sold,Delta Modern Angular 1-Handle Wall Mount Shower Only Trim Kit in Matte Black (Valve Not Included)
