Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
8.43,1012942370,https://images.thdstatic.com/productImages/a7dc6624-bcff-4f23-9946-149a622fd2c3/svn/finished-house-of-fara-general-purpose-moulding-l947a-f7084cme-64_1000.jpg,HOUSE OF FARA,https://www.homedepot.com/p/HOUSE-OF-FARA-WM947-3-8-in-D-x-1-1-4-in-W-x-84-in-L-Prefinished-Wood-Poplar-White-Finger-Joined-Stop-Moulding-Drip-Cap-L947A-F7084CME/332835084,8.43,8.43,"General purpose moldings, such as lattice, stop; S4S, quarter round and others are used in many different applications. General purpose moldings can be used to combine 2 window units, cover corner wall cracks, provide accent pieces and complete door units. General purpose moldings come in many different sizes, shapes and species.",43%,Cost of Goods Sold,HOUSE OF FARA WM947 3/8 in. D x 1-1/4 in. W x 84 in. L Prefinished Wood Poplar White Finger-Joined Stop Moulding Drip Cap
0.00,1012665174,https://images.thdstatic.com/productImages/71a7d6e5-327b-4fe3-91b9-b1f888f2a39d/svn/hampton-framing-lumber-2264-64_1000.jpg,Hampton,https://www.homedepot.com/p/Hampton-2-in-x-10-in-x-18-ft-GDF-2-Standard-Grade-Dimensional-Lumber-2264/332500182,0.00,0.00,"Every piece meets the highest grading standards for strength and appearance. Dimensional lumber is ideal for a wide range of structural and nonstructural applications including framing of houses, barns, sheds and commercial construction. It can also be used for projects such as furniture and hobbies and comes in a variety of widths and lengths. Dimensional lumber can also be used in exterior applications as long as it is properly primed and painted or sealed and stained.",43%,Cost of Goods Sold,Hampton 2 in. x 10 in. x 18 ft. GDF 2-Standard Grade Dimensional Lumber
0.00,1009714202,https://images.thdstatic.com/productImages/53711040-c2b2-4a31-ad52-1fc4561650e4/svn/hampton-framing-lumber-1009714202-64_1000.jpg,Hampton,https://www.homedepot.com/p/Hampton-2-in-x-8-in-x-18-ft-GDF-2-Standard-Grade-Dimensional-Lumber-1009714202/328650829,0.00,0.00,"Every piece meets the highest grading standards for strength and appearance. Dimensional lumber is ideal for a wide range of structural and nonstructural applications including framing of houses, barns, sheds and commercial construction. It can also be used for projects such as furniture and hobbies and comes in a variety of widths and lengths. Dimensional lumber can also be used in exterior applications as long as it is properly primed and painted or sealed and stained.",43%,Cost of Goods Sold,Hampton 2 in. x 8 in. x 18 ft. GDF #2 Standard Grade Dimensional Lumber
30.37,1004334506,https://images.thdstatic.com/productImages/3ecca330-631a-40bc-ac16-f23136e486bb/svn/handprint-project-panels-373297-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-1-ft-x-2-ft-Birch-Project-Panel-4-Pack-373297/309522273,30.37,30.37,"Cut for convenience and creativity, Handprint's hardwood veneer plywood is as versatile as it is great-looking. Featuring clean, smooth, natural birch woodgrain on both the front and back faces, these handy 4-packs are perfect for a wide variety of home decor and craft projects - anywhere a beautiful, real-wood look is a top priority. Or if a natural finish isn't part of your plan, its smooth surface is ideal for custom finishes. Loved by makers and DIYers alike, we take the hard work out of home projects - but leave all the satisfaction in.",43%,Cost of Goods Sold,Handprint 1/2 in. x 1 ft. x 2 ft. Birch Project Panel (4-Pack)
9.88,1005584486,https://images.thdstatic.com/productImages/23b5df33-144e-491b-b227-823392103820/svn/handprint-project-panels-420507-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-12-in-x-24-in-Birch-Plywood-420507/313763533,9.88,9.88,"Cut for convenience and creativity, Handprint's hardwood veneer plywood is as versatile as it is great-looking. Featuring clean, smooth, natural birch woodgrain on both the front and back faces, this handy panel is perfect for a wide variety of home decor and craft projects - anywhere a beautiful, real-wood look is a top priority. Or if a natural finish isn't part of your plan, its smooth surface is ideal for custom finishes. Loved by makers and DIYers alike, we take the hard work out of home projects - but leave all the satisfaction in.",43%,Cost of Goods Sold,Handprint 1/2 in. x 12 in. x 24 in. Birch Plywood
20.88,300896,https://images.thdstatic.com/productImages/ea2efb03-b851-4134-8574-186fc8efe26d/svn/handprint-sanded-plywood-300896-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-2-ft-x-4-ft-BCX-Sanded-Plywood-Actual-0-451-in-x-23-75-in-x-47-75-in-300896/202093833,20.88,20.88,"If you love the look of birch plywood - but not the price - a more affordable, great-looking option is BCX plywood. Use BCX for DIY projects such as shelving, hobbies, small repairs and home decor projects. Use for larger projects such as stairs, exterior wall sheathing, paneling, soffits, underlayment for siding materials, the support structure for cabinets and other built-ins and much more. Exceptionally versitile BCX panels are manufactured to meet or exceed the performance standards set forth by the Engineered Wood Association PS 1-09 standard for veneer grade, glue and bond durability, thickness requirements, finished tolerances, testing procedures and identification and stamping guidelines. California residents: See Proposition 65",43%,Cost of Goods Sold,Handprint 1/2 in. x 2 ft. x 4 ft. BCX Sanded Plywood (Actual: 0.451 in. x 23.75 in. x 47.75 in.)
36.29,112345,https://images.thdstatic.com/productImages/7e3583fb-1ebb-4154-ae53-117de012fd71/svn/handprint-project-panels-154153-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-2-ft-x-4-ft-Birch-Plywood-Project-Panel-154153/203504316,36.29,36.29,"For convenience and creativity, Handprint's hardwood veneer plywood is as versatile as it is great-looking. Featuring clean, smooth, natural birch woodgrain on both the front and back faces, this handy panel is perfect for a wide variety of home DIY and decor projects - anywhere a beautiful, real-wood look is a top priority. Or if a natural finish isn't part of your plan, its smooth surface is ideal for custom finishes. Loved by makers and DIYers alike, we take the hard work out of home projects - but leave all the satisfaction in.",43%,Cost of Goods Sold,Handprint 1/2 in. x 2 ft. x 4 ft. Birch Plywood Project Panel
25.49,279388,https://images.thdstatic.com/productImages/61af9a66-e130-414f-8e71-798fd64b1239/svn/handprint-project-panels-279388-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-2-ft-x-4-ft-Medium-Density-Fiberboard-Project-Panel-279388/202093821,25.49,25.49,"For convenience and creativity, Handprint's MDF panel is as inspirational and versatile as it is easy to work and ready to customize. Featuring clean, smooth faces and edges, this project component is perfect for a wide variety of home DIY and decor projects - any project where a smooth surface is an ideal starting point. Loved by makers and DIYers alike, we take the hard work out of home projects - but leave all the satisfaction in.",43%,Cost of Goods Sold,Handprint 1/2 in. x 2 ft. x 4 ft. Medium Density Fiberboard Project Panel
18.94,743748,https://images.thdstatic.com/productImages/d58c5a81-49a4-4cf9-9f7e-c975688e39ee/svn/handprint-project-panels-205959-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-2-ft-x-4-ft-Pressure-Treated-Pine-Plywood-Project-Panel-205959/205603721,18.94,18.94,"Handprint's pressure-treated plywood is as versatile and as it is durable. Featuring a clean, sanded front and back, this handy weather-proof panel is perfect for a wide variety of outdoor DIY and decor projects. Whether left natural or finished, its smooth surface is ideal for creating a custom look. Cut, drill, route, glue, fasten, and finish with ordinary woodworking tools and less waste. Loved by makers and DIYers alike, we take the hard work out of home projects - but leave all the satisfaction in.",43%,Cost of Goods Sold,Handprint 1/2 in. x 2 ft. x 4 ft. Pressure-Treated Pine Plywood Project Panel
24.94,1005447571,https://images.thdstatic.com/productImages/7932b4cb-f67f-4774-aeb6-690f59712b8b/svn/handprint-project-panels-414715-64_1000.jpg,Handprint,https://www.homedepot.com/p/Handprint-1-2-in-x-2-ft-x-4-ft-Radiata-Pine-Plywood-Actual-0-469in-x-23-75-in-x-47-75-in-Project-Panel-414715/313354418,24.94,24.94,"If you love the simple, clean, modern look of light hardwood - but not the price - Radiata Pine plywood is the perfect, affordable, great-looking solution. Use Radiata Pine for DIY projects such as shelving, hobbies, small repairs and home decor. Use for larger projects such as stairs, paneling, furniture and much more. Experience the exceptional versatility of Radiata Pine project panels and enjoy outstanding project results every time. California residents: See Proposition 65.",43%,Cost of Goods Sold,Handprint 1/2 in. x 2 ft. x 4 ft. Radiata Pine Plywood (Actual: 0.469in. x 23.75 in. x 47.75 in.) Project Panel
