Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
12.18,1003964214,https://images.thdstatic.com/productImages/a03fe502-97bb-435c-a55a-391dc754182f/svn/white-royal-building-products-casing-mldp01x02wm356wh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-2355-11-16-in-x-2-1-4-in-x-96-in-Colonial-Primed-PVC-Casing-1-Piece-8-Total-Linear-Feet-MLDP01X02WM356WH/203822128,12.18,12.18,"100% PVC window, door and garage surrounds, trim, fascia and decorative molding provides a beautiful, durable option to costly wood trim. Whether you're building a new home or remodeling and existing, there are Royal Molding trim products to suit virtually any taste or style to give every home a unique look all its own. Add molding to your home adds value and a nice finishing touch to any room.",43%,Cost of Goods Sold,Royal Building Products 2355 11/16 in. x 2 1/4 in. x 96 in. Colonial Primed PVC Casing (1-Piece − 8 Total Linear Feet)
8.84,1002278446,https://images.thdstatic.com/productImages/68e43b3f-b89c-4bb3-ada1-7cc9ca35d39a/svn/white-royal-building-products-general-purpose-moulding-0215008015-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-5-8-in-D-x-1-1-2-in-W-x-8-ft-L-PVC-Vinyl-White-Trimplank-Composite-S4S-Molding-0215008015/334887733,8.84,8.84,"100% PVC window, door and garage surrounds, trim, fascia and decorative molding provide a beautiful durable option to costly wood trim products. Whether you're building a new home or remodeling an existing 1,there are Royal Molding trim products to suit virtually any taste and style to give every home a unique look. Adding molding to your home adds value and a nice finishing touch.",43%,Cost of Goods Sold,Royal Building Products 5/8 in. D x 1-1/2 in. W x 8 ft. L PVC Vinyl White Trimplank Composite S4S Molding
8.84,1002278446,https://images.thdstatic.com/productImages/68e43b3f-b89c-4bb3-ada1-7cc9ca35d39a/svn/white-royal-building-products-general-purpose-moulding-mldp01x02wm250wh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-5-8-in-D-x-1-1-2-in-W-x-8-ft-L-PVC-Vinyl-White-Trimplank-Composite-S4S-Molding-MLDP01X02WM250WH/203821652,8.84,8.84,"100% PVC window, door and garage surrounds, trim, fascia and decorative molding provide a beautiful durable option to costly wood trim products. Whether you're building a new home or remodeling an existing one there are Royal Molding trim products to suit virtually any taste and style to give every home a unique look. Adding molding to your home adds value and a nice finishing touch.",43%,Cost of Goods Sold,Royal Building Products 5/8 in. D x 1-1/2 in. W x 8 ft. L PVC Vinyl White Trimplank Composite S4S Molding
14.88,890808,https://images.thdstatic.com/productImages/efe28f58-c03d-40c6-9209-1798319ad202/svn/white-royal-building-products-baseboard-mldp00x03cowh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-5523-7-16-in-x-3-1-4-in-x-96-in-Colonial-Finished-PVC-White-Baseboard-Moulding-1-Piece-8-Total-Linear-Feet-MLDP00X03COWH/100092590,14.88,14.88,Enhance the areas where floor and wall meet with the Colonial 8 ft. x 3-1/4 in. x 29/64 in. PVC Base Molding . Base molding can hide gaps and protect walls from traffic and floor maintenance. Adding molding to your home or office adds value and a nice finishing touch.,43%,Cost of Goods Sold,Royal Building Products 5523 7/16 in. x 3 1/4 in. x 96 in. Colonial Finished PVC White Baseboard Moulding (1-Piece − 8 Total Linear Feet)
29.98,289706,https://images.thdstatic.com/productImages/c4f520fc-e094-48f2-a801-13d9b599c993/svn/white-royal-building-products-general-purpose-moulding-0731108003-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-7311-3-4-in-x-5-1-2-in-x-96-in-Primed-PVC-Flat-Utility-Moulding-S4S-1-Piece-8-Total-Linear-Feet-0731108003/334906450,29.98,29.98,"An affordable, attractive option to wood trim, this 100% PVC window, door and garage surrounds, trim, fascia and decorative moulding is a terrific solution. Whether you're building a new home or remodeling and existing, there are Royal Moulding trim products to suit virtually any taste or style to give every home a unique look all its own. Add moulding to your home adds value and a nice finishing touch to any room.",43%,Cost of Goods Sold,"Royal Building Products 7311 3/4 in. x 5 1/2 in. x 96 in. Primed PVC Flat Utility Moulding, S4S (1-Piece − 8 Total Linear Feet)"
30.24,289706,https://images.thdstatic.com/productImages/c4f520fc-e094-48f2-a801-13d9b599c993/svn/white-royal-building-products-general-purpose-moulding-mldp01x05fus4swh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-7311-3-4-in-x-5-1-2-in-x-96-in-Primed-PVC-Flat-Utility-Moulding-S4S-1-Piece-8-Total-Linear-Feet-MLDP01X05FUS4SWH/203822138,30.24,30.24,"An affordable, attractive option to wood trim, this 100% PVC window, door and garage surrounds, trim, fascia and decorative moulding is a terrific solution. Whether you're building a new home or remodeling and existing, there are Royal Moulding trim products to suit virtually any taste or style to give every home a unique look all its own. Add moulding to your home adds value and a nice finishing touch to any room.",43%,Cost of Goods Sold,"Royal Building Products 7311 3/4 in. x 5 1/2 in. x 96 in. Primed PVC Flat Utility Moulding, S4S (1-Piece − 8 Total Linear Feet)"
14.88,1003964216,https://images.thdstatic.com/productImages/2940cb4b-5e7b-46d4-9e3c-e2d3864f2f21/svn/white-royal-building-products-baseboard-mldp01x03wm623wh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-7527-5-8-in-x-3-1-4-in-x-8-ft-Primed-White-PVC-Colonial-Baseboard-Molding-0752708001/203822127,14.88,14.88,"100% PVC window, door and garage surrounds, trim, fascia and decorative molding provides a beautiful, durable option to costly wood trim. Whether you're building a new home or remodeling and existing, there are Royal Molding trim products to suit virtually any taste or style to give every home a unique look all its own. Add molding to your home adds value and a nice finishing touch to any room.",43%,Cost of Goods Sold,Royal Building Products 7527 9/16 in. x 3 1/4 in. x 96 in. Colonial Primed PVC Baseboard Moulding (1-Piece − 8 Total Linear Feet)
14.88,1003964216,https://images.thdstatic.com/productImages/2940cb4b-5e7b-46d4-9e3c-e2d3864f2f21/svn/white-royal-building-products-baseboard-mldp01x03wm623wh-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-7527-9-16-in-x-3-1-4-in-x-96-in-Colonial-Primed-PVC-Baseboard-Moulding-1-Piece-8-Total-Linear-Feet-MLDP01X03WM623WH/203822127,14.88,14.88,"100% PVC window, door and garage surrounds, trim, fascia and decorative molding provides a beautiful, durable option to costly wood trim. Whether you're building a new home or remodeling and existing, there are Royal Molding trim products to suit virtually any taste or style to give every home a unique look all its own. Add molding to your home adds value and a nice finishing touch to any room.",43%,Cost of Goods Sold,Royal Building Products 7527 9/16 in. x 3 1/4 in. x 96 in. Colonial Primed PVC Baseboard Moulding (1-Piece − 8 Total Linear Feet)
27.98,1003081276,https://images.thdstatic.com/productImages/b44c40b1-eeec-4423-9879-3d8ca4170b46/svn/white-royal-building-products-general-purpose-moulding-5755904-64_1000.jpg,Royal Building Products,https://www.homedepot.com/p/Royal-Building-Products-7828-5-8-in-x-6-in-x-8-ft-PVC-Vinyl-Trimplank-S4S-Molding-5755904/304509926,27.98,27.98,"Vinyl Trim Plank Molding by Royal is perfect for exterior trim applications or garage door surrounds. Enjoy all the benefits of PVC without the worries of rot, replacement or high maintenance. Installs easy and adds value to the home.",43%,Cost of Goods Sold,Royal Building Products 7828 5/8 in. x 6 in. x 8 ft. PVC Vinyl Trimplank S4S Molding
12.74,248350,https://images.thdstatic.com/productImages/867ad838-3664-4b77-99ba-a2b564098b67/svn/white-royal-mouldings-quarter-round-0268912003-64_1000.jpg,Royal Mouldings,https://www.homedepot.com/p/Royal-Mouldings-0-75-in-D-x-0-75-in-W-Composite-Quarter-Round-PVC-White-0268912003/100061329,12.74,12.74,"This 12 ft. x 3/4 in. x 3/4 in. Vinyl Quarter Round Molding is designed for use as an inside corner or on top of trim planks to create column bases, make small transitions or to fill small gaps. Quarter Round can be adding to other molding profiles to give a more ornate look. Adding molding to your home adds value and nice finishing touch.",43%,Cost of Goods Sold,Royal Mouldings 0.75 in. D x 0.75 in. W Composite Quarter Round PVC White
