Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
113.7,1013031221,https://images.thdstatic.com/productImages/d6ea66e8-cfbb-4707-8791-b089b33f718a/svn/mdf-fx-090912-64_1000.jpg,Unbranded,https://www.homedepot.com/p/White-Oak-0-66-in-x-1-96-ft-x-1-96-ft-Natural-Wood-Veneer-MDF-Acoustic-Wall-Panels-4-pcs-FX-090912/333205873,113.7,113.7,"Our acoustic wall panels excel in noise reduction, making them ideal for enhancing acoustics in homes, offices, studios, and other noise-sensitive spaces. The surface is natural wood veneer, flat. Perfect for music studios, home offices, conference rooms, home theaters, or from instrument practice rooms.",43%,Cost of Goods Sold,Unbranded White Oak 0.66 in. x 1.96 ft. x 1.96 ft. Natural Wood Veneer MDF Acoustic Wall Panels (4 pcs)
136.99,1013031219,https://images.thdstatic.com/productImages/95bbb5d2-b269-4277-9446-0104c7014f1f/svn/mdf-fx-090910-64_1000.jpg,Unbranded,https://www.homedepot.com/p/White-Oak-0-7-in-x-1-99-ft-x-2-42-ft-Natural-Wood-Veneer-MDF-Acoustic-Wall-Panels-4-Pieces-19-sq-ft-FX-090910/333204789,136.99,136.99,"Our acoustic wall panels excel in noise reduction, making them ideal for enhancing acoustics in homes, offices, studios, and other noise-sensitive spaces. The surface is natural wood veneer, flat. Perfect for music studios, home offices, conference rooms, home theaters, or from instrument practice rooms.",43%,Cost of Goods Sold,Unbranded White Oak 0.7 in. x 1.99 ft. x 2.42 ft. Natural Wood Veneer MDF Acoustic Wall Panels (4-Pieces) 19 sq. ft.
0.98,927643,https://images.thdstatic.com/productImages/c0f6643a-2fa7-4a88-b65f-d4f8f8f50d14/svn/unfinished-woodgrain-millwork-shoe-moulding-10000292-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-0-438-in-x-0-688-in-Oak-Base-Wood-Shoe-Moulding-10000292/100321579,0.98,0.98,The Woodgrain Millwork 3/4 in. x 7/16 in. WM127 Oak Base Shoe makes a great transition between base molding and flooring. Oak WM127 Base Shoe can also be used to cover gaps where flooring surfaces meet base molding. Base Shoe is also used to cover small alignment challenges where hard surface flooring meets the wall.,43%,Cost of Goods Sold,Woodgrain Millwork 0.438 in. x 0.688 in. Oak Base Wood Shoe Moulding
3.57,734072,https://images.thdstatic.com/productImages/1db78716-af7e-47db-9b2c-568834122d07/svn/white-woodgrain-millwork-crown-moulding-10000966-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-0-591-in-x-4-625-in-Medium-Density-Fiberboard-MDF-Crown-Moulding-10000966/100321521,3.57,3.57,The Woodgrain Millwork 0.591 in. x 4-5/8 in. x 192 in. LWM 47 Primed MDF Crown Molding is used where walls meet ceilings. Primed MDF LWM 47 Crown Molding is the best way to add interest to any room or space. Crown moldings come in a variety of sizes and patterns and can be combined to create one of kind molding buildups.,43%,Cost of Goods Sold,Woodgrain Millwork 0.591 in. x 4.625 in. Medium Density Fiberboard (MDF) Crown Moulding
14.98,1001775106,https://images.thdstatic.com/productImages/e61faae0-8127-4fce-b18d-a29b28948996/svn/white-woodgrain-millwork-general-purpose-moulding-10005561-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-1-x-4-11-16-in-x-3-1-2-in-x-96-in-Pine-Primed-Finger-Jointed-S4S-Moulding-Board-10005561/207000078,14.98,14.98,The Woodgrain Millwork 11/16 in. x 3-1/2 in. Primed Finger jointed S4S moulding can be used for a wide variety of projects. Primed Finger-jointed 1x4 S4S moulding is great for constructing cabinets or bookcases. Some S4S mouldings can be used as balusters to support hand rails. S4S is also a great addition to many moulding combinations.,43%,Cost of Goods Sold,Woodgrain Millwork 1 x 4-11/16 in. x 3-1/2 in. x 96 in. Pine Primed Finger-Jointed S4S Moulding Board
7.84,1000375905,https://images.thdstatic.com/productImages/493a8ded-78fc-4f02-a684-f31519bed6f3/svn/white-woodgrain-millwork-quarter-round-10000489-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-106-11-16-in-x-11-16-in-x-96-in-Primed-Finger-Jointed-Quarter-Round-Moulding-1-Piece-8-Total-Linear-Feet-10000489/203209424,7.84,7.84,The Woodgrain Millwork 11/16 in. x 11/16 in. x 96 in. WM106 Prime Finger-Jointed Quarter Round makes a great transition between base molding and flooring. Prime Finger-Jointed WM106 Quarter Round can also be used to cover gaps where flooring surfaces meet base molding. Quarter round is also used to cover small alignment challenges where hard surface flooring meets the wall.,43%,Cost of Goods Sold,Woodgrain Millwork 106 11/16 in. x  11/16 in. x  96 in. Primed Finger Jointed Quarter Round Moulding (1-Piece − 8 Total Linear Feet)
0.86,927112,https://images.thdstatic.com/productImages/3654f827-9b4a-42b5-af4e-2a146b890b60/svn/woodgrain-millwork-quarter-round-10000698-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-108-1-2-in-x-1-2-in-Unfinished-Solid-Pine-Quarter-Round-Moulding-Sold-by-Linear-Foot-10000698/205984191,0.86,0.86,The Woodgrain Millwork 1/2 in. x 1/2 in. WM 108 Pine Quarter Round makes a great transition between base molding and flooring. Pine WM 108 Quarter Round can also be used to cover gaps where flooring surfaces meet base molding. Quarter round is also used to cover small alignment challenges where hard surface flooring meets the wall.,43%,Cost of Goods Sold,Woodgrain Millwork 108 1/2 in. x  1/2 in. Unfinished Solid Pine Quarter Round Moulding (Sold by Linear Foot)
23.68,1001775107,https://images.thdstatic.com/productImages/ed599a8c-58b5-41f7-9fb5-9457f6678639/svn/white-woodgrain-millwork-general-purpose-moulding-10005563-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-11-16-in-x-5-1-2-in-x-96-in-Primed-Finger-Jointed-Flat-Utility-Moulding-S4S-1-Piece-8-Total-Linear-Feet-10005563/207000079,23.68,23.68,The Woodgrain Millwork 11/16 in. x 5-1/2 in. Primed Finger-jointed S4S moulding can be used for a wide variety of projects. Primed Finger-jointed 1X6 S4S moulding is great for constructing cabinets or bookcases. Some S4S mouldings can be used as balusters to support hand rails. S4S is also a great addition to many moulding combinations.,43%,Cost of Goods Sold,"Woodgrain Millwork 11/16 in. x 5 1/2 in. x 96 in. Primed Finger Jointed Flat Utility Moulding, S4S (1-Piece − 8 Total Linear Feet)"
4.68,1001676739,https://images.thdstatic.com/productImages/e0f4f8b5-405e-4362-817c-d61da015c570/svn/white-woodgrain-millwork-shoe-moulding-10004360-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-126-1-2-in-x-3-4-in-x-96-in-Primed-Finger-Jointed-Shoe-Moulding-1-Piece-8-Total-Linear-Feet-10004360/206178777,4.68,4.68,The Woodgrain Millwork 1/2 in. x 3/4 in. x 96 in. Primed Finger-Jointed Pine WM 126 Base Shoe makes a great transition between base moulding and flooring. Primed Finger-Jointed Pine WM 126 Base Shoe can also be used to cover gaps where flooring surfaces meet base moulding. Base Shoe is also used to cover small alignment challenges where hard surface flooring meets the wall.,43%,Cost of Goods Sold,Woodgrain Millwork 126 1/2 in. x  3/4 in. x  96 in. Primed Finger Jointed Shoe Moulding (1-Piece − 8 Total Linear Feet)
11.84,1000374577,https://images.thdstatic.com/productImages/08a99ade-f2d8-40e5-962d-30c4d119e72b/svn/white-woodgrain-millwork-base-cap-10001946-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-163-11-16-in-x-1-3-8-in-x-96-in-Primed-Finger-Jointed-Base-Cap-Moulding-1-Piece-8-Total-Linear-Feet-10001946/203898777,11.84,11.84,"The Woodgrain Millwork 11/16 in. x 1-3/8 in. x 96 in. WM163 Primed Finger-Jointed Base Cap moulding is to used to accent square base boards around floors and stairs. This veritable moulding can also be used to create panels sometimes referred to as ""judges panels""on vertical walls to add visual interest. Base cap can also be used as a panel cap to give wainscot a more finished look.",43%,Cost of Goods Sold,Woodgrain Millwork 163 11/16 in. x 1-3/8 in. x 96 in. Primed Finger Jointed Base Cap Moulding (1-Piece − 8 Total Linear Feet)
0.00,213788,https://images.thdstatic.com/productImages/c568d42e-f062-4b43-89cf-b4ceb381053f/svn/beige-woodgrain-millwork-baseboard-10004092-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-163-9-16-in-x-5-1-4-in-Unfinished-Solid-Pine-Baseboard-Moulding-Sold-by-Linear-Foot-10004092/206092549,0.00,0.00,The Woodgrain Millwork 9/16 in. x 5-1/4 in. Solid Pine LWM 163E base is the perfect addition to dress up any room. The Woodgrain Millwork Solid Pine LWM 163E base is used cover any imperfections where floor and wall meet. Base Molding can also be used as starter point for a more elaborate built up base boards. Combing other moldings with this base can create looks that range from classic to elegant.,43%,Cost of Goods Sold,Woodgrain Millwork 163 9/16 in. x  5−1/4 in. Unfinished Solid Pine Baseboard Moulding (Sold by Linear Foot)
1.99,252677,https://images.thdstatic.com/productImages/5c17171e-8422-4296-99f8-71f82662171b/svn/white-woodgrain-millwork-casing-10000506-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-180-1-3-16-in-x-2-in-Primed-Finger-Jointed-Wood-Brickmould-Moulding-Sold-by-Linear-Foot-10000506/206004317,1.99,1.99,The Woodgrain Millwork 1-3/16 in. x 2 in. WM 180 Prime Finger-Jointed Brick Mold is used to seal around exterior doors and windows. Prime Finger-Jointed WM 180 Brick Mold helps shield your exterior openings from the elements while providing protection from water infiltration. Brick Mold always adds an element of visual interest to any window or door.,43%,Cost of Goods Sold,Woodgrain Millwork 180 1−3/16 in. x  2 in. Primed Finger Jointed Wood Brickmould Moulding (Sold by Linear Foot)
19.68,1000375063,https://images.thdstatic.com/productImages/c5bb79ff-712f-4f48-9c78-fcddfce2ee98/svn/white-woodgrain-millwork-baseboard-10001790-64_1000.jpg,Woodgrain Millwork,https://www.homedepot.com/p/Woodgrain-Millwork-1866-9-16-in-x-5-1-4-in-x-96-in-Primed-MDF-Baseboard-Moulding-1-Piece-8-Total-Linear-Feet-10001790/203209462,19.68,19.68,The Woodgrain Millwork 9/16 in. x 5-1/4 in. WG1866 Primed MDF base is the perfect addition to dress up any room. The Woodgrain Millwork Primed MDF WG1866 base is used cover any imperfections where floor and wall meet. Base Moulding can also be used as starter point for a more elaborate built up base boards. Combing other mouldings with this base can create looks that range from classic to elegant.,43%,Cost of Goods Sold,Woodgrain Millwork 1866 9/16 in. x  5 1/4 in. x  96 in. Primed MDF Baseboard Moulding (1-Piece − 8 Total Linear Feet)
