Purchase Price,SKU,Image,Manufacturer,URL,Sale Price,Price,Description,Markup,Item Type,Item Name
1.16,143332,https://images.thdstatic.com/productImages/a6f3561f-3faf-4a4c-996e-c0bd8f0f6741/svn/unfinished-kelleher-general-purpose-moulding-p360-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-1-2-in-x-3-4-in-Pine-S4S-Moulding-P360/100321645,1.16,1.16,The Kelleher 3/4 in. x 1/2 in. S4S is a multi-purposes moulding. It is smooth on 4 sides. Use it to where any flat piece of wood is needed. It is also used in many crafts. projects.,43%,Cost of Goods Sold,Kelleher 1/2 in. x 3/4 in. Pine S4S Moulding
1.16,143332,https://images.thdstatic.com/productImages/4291cae7-c9d2-4697-ace5-764e6e226c71/svn/unfinished-kelleher-general-purpose-moulding-p360-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-1-2-in-x-3-4-in-Pine-S4S-Moulding-P360/326980077,1.16,1.16,"Kelleher 12 ft. x 3/4 in. x 1/2 in. S4S Wood Moulding is made from solid pine and is extremely versatile. The smooth sided design allows you to use it in numerous applications. It is unfinished so you can choose a stain, varnish or prime and paint.",43%,Cost of Goods Sold,Kelleher 1/2 in. x 3/4 in. Pine S4S Moulding
0.00,1002823126,https://images.thdstatic.com/productImages/2a96b931-6edf-44ca-9758-aabf996a7905/svn/white-kelleher-casing-256prmws-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-1-625-in-D-1-88-in-W-Wood-Primed-Mitered-3-Piece-Casing-Set-256PRMWS/202071549,0.00,0.00,"Casing is used to trim around doors and windows. It gives a beautiful framed look around the openings. While creating an architectural design, it also covers the gaps between door jambs.",43%,Cost of Goods Sold,Kelleher 1.625 in. D 1.88 in. W Wood Primed Mitered 3-Piece Casing Set
2.68,592033,https://images.thdstatic.com/productImages/d86e255d-8c2e-4e99-9a84-770ea00b3acf/svn/white-kelleher-crown-moulding-p286pr-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-5-8-in-x-3-5-8-in-Primed-Fingerjoint-Pine-Crown-Moulding-P286PR/309745814,2.68,2.68,Highlight the special care that has gone into your property by installing mouldings. Crown moulding is used between the top of the wall and the ceiling to give the illusion of a higher ceiling and refined look. Mouldings are a relatively simple way to add the beauty and value you want to your home.,43%,Cost of Goods Sold,Kelleher 5/8 in. x 3-5/8 in. Primed Fingerjoint Pine Crown Moulding
0.00,833975,https://images.thdstatic.com/productImages/ed69d70f-f723-4c87-8426-8354892f1a1c/svn/white-kelleher-casing-p256pr-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-Bevel-5-8-in-D-x-1-5-8-in-W-Primed-Pine-Wood-Casing-P256PR/202071673,0.00,0.00,The Kelleher 1-5/8 in. x 5/8 in. Bevel Casing is installed around a doorway or window. It covers the gap where the door frame meets the wall. Creating a distinctive finished look.,43%,Cost of Goods Sold,Kelleher Bevel 5/8 in. D x 1-5/8 in. W Primed Pine Wood Casing
0.00,1006854959,https://images.thdstatic.com/productImages/5fd4d51c-4e1c-42c6-8d44-62689dce5f57/svn/white-kelleher-casing-234prdpk35-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-Doorpack-9-16-in-x-2-1-4-in-x-84-in-Primed-Pine-Casing-Molding-5-Pack-234PRDPK35/318380857,0.00,0.00,Create a beautiful framed look around a door or window with 2-1/4 Pine Casing. It provides an architectural trim for the opening. While also covering gaps between a door jamb and the wall.,43%,Cost of Goods Sold,Kelleher Doorpack 9/16 in. x 2-1/4 in. x 84 in. Primed Pine Casing Molding (5-Pack)
2.09,927422,https://images.thdstatic.com/productImages/15cb2408-5922-4cad-983b-37788c453393/svn/unfinished-kelleher-baseboard-p221-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-LWM-623-9-16-in-x-3-1-4-in-Pine-Base-Moulding-P221/327543668,2.09,2.09,Kelleher 3-1/4 in. x 9/16 in. primed pine coronado base moulding is manufactured with defect-free lumber to prevent twisting or warping. The wood has a continuous grain and creates a detailed look. It covers the seams between walls and floors.,43%,Cost of Goods Sold,Kelleher LWM 623 9/16 in. x 3-1/4 in. Pine Base Moulding
0.00,168206,https://images.thdstatic.com/productImages/60c69168-7597-4806-af23-2c6c43d76222/svn/primed-kelleher-baseboard-mdf221a-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-LWM623-9-16-in-x-3-1-4-in-MDF-Baseboard-Molding-MDF221A/202071604,0.00,0.00,The Kelleher 3-1/4 in. x 9/16 in. Coronado Base Molding is installed where the floor meets the wall. It covers any gaps that remain after flooring installation. And gives a distinctive finished look to any room.,43%,Cost of Goods Sold,Kelleher LWM623 9/16 in. x 3-1/4 in. MDF Baseboard Molding
0.00,168206,https://images.thdstatic.com/productImages/60c69168-7597-4806-af23-2c6c43d76222/svn/primed-kelleher-baseboard-mdf221a-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-LWM623-9-16-in-x-3-1-4-in-MDF-Baseboard-Molding-MDF221A/327079933,0.00,0.00,The Kelleher 3-1/4 in. x 9/16 in. Coronado Base Molding is installed where the floor meets the wall. It covers any gaps that remain after flooring installation. And gives a distinctive finished look to any room.,43%,Cost of Goods Sold,Kelleher LWM623 9/16 in. x 3-1/4 in. MDF Baseboard Molding
2.09,927422,https://images.thdstatic.com/productImages/7598f3b6-8a5b-4087-95cc-07281a5674cd/svn/unfinished-kelleher-baseboard-p221-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-LWM623-9-16-in-x-3-1-4-in-Pine-Base-Moulding-P221/100321619,2.09,2.09,"The Kelleher Corporation 3-1/4 in. x 9/16 in. Pine Base Moulding is applied where the floor meets a wall. It will add a finished, detailed look to a room. It can also cover an uneven flooring edge.",43%,Cost of Goods Sold,Kelleher LWM623 9/16 in. x 3-1/4 in. Pine Base Moulding
0.00,308326,https://images.thdstatic.com/productImages/a81ef26f-8eff-4761-9ab8-dff356780630/svn/white-kelleher-casing-pt433pr-1-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-Round-Edge-3-8-in-x-1-1-4-in-x-7-ft-Primed-Pine-Stop-Moulding-PT433PR-1/304055193,0.00,0.00,"The Kelleher 7 ft. x 1-1/4 in. x 3/8 in. Pine Stop Moulding is applied to the face of an interior door jamb. This stops the door from swinging through the opening after installation. It can be applied to the door jamb, according to the thickness of the door being used.",43%,Cost of Goods Sold,Kelleher Round Edge 3/8 in. x 1-1/4 in. x 7 ft. Primed Pine Stop Moulding
0.00,415506,https://images.thdstatic.com/productImages/ecdb07c8-1ae3-492d-b036-dbe2358db405/svn/primed-kelleher-baseboard-cal830ppr-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-Round-Edge-9-16-in-x-3-1-2-in-Double-Primed-Pine-Baseboard-Moulding-CAL830PPR/202715506,0.00,0.00,The Kelleher California Collection 3-1/2 in. x 9/16 in. Round Edge Base Moulding is installed where the floor meets the wall. It covers any gaps that remain after flooring installation. And gives a dinstinctive finished look to any room.,43%,Cost of Goods Sold,Kelleher Round Edge 9/16 in. x 3-1/2 in. Double Primed Pine Baseboard Moulding
0.00,371135,https://images.thdstatic.com/productImages/4cd436ad-a64f-4a3d-85e2-2fc95717e91a/svn/primed-kelleher-baseboard-mdf217a-64_1000.jpg,Kelleher,https://www.homedepot.com/p/Kelleher-Sierra-9-16-in-x-5-1-4-in-MDF-Baseboard-Molding-MDF217A/100321847,0.00,0.00,The Kelleher 5-1/4 in. x 9/16 in. Sierra Base Molding is installed where the floor meets the wall. It covers any gaps that remain after flooring installation. And gives a distinctive finished look to any room.,43%,Cost of Goods Sold,Kelleher Sierra 9/16 in. x 5-1/4 in. MDF Baseboard Molding
28.5,1009719326,https://images.thdstatic.com/productImages/a7348026-1c5c-46a6-a09a-22c2e50e0faf/svn/kenmore-pine-vinyl-plank-flooring-vtrhdkenpin6x36-64_1000.jpg,PRIVATE BRAND UNBRANDED,https://www.homedepot.com/p/Kenmore-Pine-6-MIL-x-6-in-W-x-36-in-L-Waterproof-Click-Lock-Vinyl-Plank-Flooring-24-sq-ft-case-VTRHDKENPIN6X36/325733441,28.5,28.5,"Enhance your interior design with this 6 in. x 36 in. Kenmore Pine vinyl flooring. Pairing with a variety of decorating schemes, this elegant flooring offers the authentic appearance of wood floors. This low-maintenance vinyl plank features a sophisticated brown tones that have light knots and graining for a real wood look. It measures 3.4 mm thick and is waterproof, scratch-resistant, stain-resistant and dent-resistant. This flooring is easy to install with its patent pending locking system making it DIY-friendly and it gives supreme comfort when under foot. Install in any level of your home over concrete, cork, tile or wood. Coordinating vinyl flooring trim pieces including end caps, stair noses, reducers and T-moldings are available to give your residential indoor flooring project a professional, seamless finish.",43%,Cost of Goods Sold,PRIVATE BRAND UNBRANDED Kenmore Pine 6 MIL x 6 in. W x 36 in. L Waterproof Click Lock Vinyl Plank Flooring (24 sq. ft./case)
43.57,1005749209,https://images.thdstatic.com/productImages/e6254412-940f-4fbe-a0d1-85d4abf1788f/svn/underlayment-keba100-125-10m-64_1000.jpg,Schluter,https://www.homedepot.com/p/Kerdi-Band-5-in-x-32-ft-10-in-x-4-mil-Underlayment-Waterproofing-Strip-KEBA100-125-10M/202608379,43.57,43.57,Kerdi-Band is a waterproofing strip for sealing butt joints and floor/wall connections with Kerdi and Ditra membranes. It is installed with unmodified thinset to ensure a fully water-tight seal to prevent leaks. The 4 mil thickness of the Kerdi-Band helps prevent build up under the tile.,43%,Cost of Goods Sold,Schluter Kerdi-Band 5 in. x 32 ft. 10 in. x 4 mil Underlayment Waterproofing Strip
